Ca;Co;Cu;NO3;I;SO4;Cl;B;Zn;Mn;Mo;Fe;K;Mg;Na;PO4;NH4;Al;Ni;chlorophyll_percent;node_count;side_shoots_count;plant_height;true_leaves_count;reproduction_coefficient
7.769463883925212e-05;8.724628150836742e-05;2.156397627258492e-05;8.380415909506079e-06;4.8289443659859865e-05;5.140806956192732e-05;8.291817799499177e-05;4.437835792823357e-05;5.708530255443128e-05;5.270709385134583e-05;3.820278375739106e-06;6.15214896596914e-05;8.280432857742523e-05;1.5750054807580383e-05;5.943317339265958e-05;5.936105444464144e-05;1.6418496405635874e-05;1.2346357373073603e-05;9.800519429764848e-05;0.3;50;36;28;52;172333
2.035348738868964e-05;7.690611331597242e-05;4.255056592718428e-05;5.65415939752538e-05;2.1009156986360744e-06;3.443130857331456e-06;4.458255498270162e-05;8.166552432016236e-05;8.852388787075652e-05;8.670656759564022e-06;5.383631021010228e-05;9.132296862792706e-05;3.879727543978864e-05;8.295658314283686e-05;1.336956543994362e-05;9.353944896677988e-05;7.514233175313026e-05;9.413343927869017e-05;6.766172335525065e-05;0.3;52;36;34;51;172101
2.2676955335076656e-05;4.558825884241029e-05;9.532548557208342e-05;8.504529177837904e-05;1.452328690763438e-05;2.978078732092093e-06;9.335243127166309e-05;5.267497498807476e-05;5.3783782314930776e-05;7.807179957065223e-05;3.146889738713266e-05;4.819075688360022e-05;9.686629131467376e-05;6.721486869324072e-05;1.5374503199578592e-05;1.332267479843533e-05;2.042647583330054e-05;7.667116744207176e-05;2.9537700384061608e-05;0.3;45;37;33;43;170024
8.751336186211522e-05;9.709402496046184e-05;1.7715352322262557e-05;7.220660642037853e-05;4.028551877799847e-06;4.05422825139155e-05;5.16283299197674e-05;5.806452259096341e-05;9.359372482485596e-05;6.722506872941948e-05;4.81277951219237e-05;8.096750362658893e-05;9.50532820954409e-05;2.206614868229084e-06;9.825212722560388e-05;8.613213906368033e-06;8.143867792687614e-05;2.803347525514125e-05;1.3217965775387176e-05;0.3;51;35;37;62;169888
2.099318316734844e-05;7.761518641056229e-05;4.8640909899108657e-05;2.247500381773575e-05;1.9517461504000623e-05;1.6540090450135904e-05;7.77161196205595e-05;2.289871853003117e-05;5.266422635251975e-05;4.515463609730565e-05;5.79610899228284e-05;8.771549003711943e-05;8.677473900817306e-05;4.5107607182485965e-05;1.5366250734723308e-06;4.264438057143032e-05;6.061935374241404e-05;5.577647590980618e-05;6.513361058002056e-05;0.3;47;37;29;45;169884
9.322678388381672e-05;8.76296640491485e-05;3.193841168336852e-05;5.863641413229526e-05;7.729349315046586e-06;2.578700035480086e-05;9.42223787475074e-06;3.151872901539639e-05;8.75187213458729e-05;3.471668396742926e-05;5.618981030014265e-05;4.333808481149408e-05;4.589165242987353e-05;9.695720518365585e-05;2.9615446826385794e-05;6.273244695231714e-05;4.200626695794471e-05;6.114618104768621e-06;4.89330831624236e-05;0.3;47;29;32;48;169617
2.574792164924693e-05;1.3566146716037775e-05;2.600480402524339e-05;3.850580557189617e-05;9.429827840711358e-05;6.10376059781692e-05;8.349737856829624e-05;7.103515007123323e-05;1.1250313052663174e-05;7.35920406373949e-05;2.750988815591245e-05;6.391078469947063e-05;3.4096197364298854e-05;9.976722632646592e-05;2.6355147949677785e-05;2.7913047077426967e-05;9.306722555623985e-05;2.464440463632268e-06;6.966889878731969e-05;0.3;55;41;37;40;169503
4.149732550990637e-06;3.2206753519572974e-05;5.59744661333675e-05;8.579349139973289e-05;6.669274474586808e-05;4.3539632339975145e-05;9.53120114394138e-05;7.192452005758319e-05;9.3016520286255e-05;5.275879732721657e-05;2.589042747931396e-05;5.282668636472199e-06;7.260848514838505e-05;1.2130299800553412e-05;3.027751282719672e-05;5.324709078838974e-05;5.644165877797477e-05;6.005831969871361e-05;1.6625533034970066e-05;0.3;47;35;33;48;168623
4.268947278233026e-05;4.690249397178835e-05;9.28555532894136e-05;6.410861035821594e-05;3.116529166546489e-05;5.253182644507214e-05;6.605530782216008e-06;9.725682356497368e-05;3.60059901930726e-05;4.7786735491313584e-05;3.552839742369226e-05;6.825117301162001e-05;6.622321583295931e-05;7.153223105291357e-05;2.681432296119209e-05;3.15668481164066e-05;1.2525123109620796e-05;6.555099718461126e-05;3.979712733565255e-06;0.3;42;33;32;35;168525
9.106777399183048e-05;9.587846047250312e-05;7.732611520799886e-05;9.05987906258915e-05;2.3453087198527425e-05;1.9758094435047702e-05;6.488083780526455e-07;7.068443574290984e-05;9.374671878137443e-05;1.8693534504167644e-05;6.369435754268788e-05;7.464597592217776e-05;9.276142351480564e-05;6.468602240172217e-05;9.702937327487524e-05;3.446731410125478e-05;3.499285337714077e-05;5.430125100143456e-05;3.835018811159072e-05;0.3;53;33;45;59;168387
3.5230888420917826e-05;2.340577750174992e-05;4.978100152304377e-06;2.685000761974954e-05;6.54235779945318e-05;5.336169313092109e-05;9.440412782809274e-05;3.962772624917006e-05;6.938633423283946e-05;4.893227474751214e-05;5.1257621592421165e-05;2.6777431460411752e-05;4.549507768419997e-05;4.707849970127073e-05;7.06642521748934e-05;9.40639999186114e-05;3.293212774825043e-05;4.220046858129845e-06;4.962951255006397e-05;0.3;52;37;31;46;165870
8.629968313588721e-05;8.860934353132083e-05;1.966535849529587e-05;7.374260857706773e-05;2.8651954892712296e-05;8.026403123529297e-05;9.972378999036029e-05;3.0026005329392813e-06;8.97365865790932e-05;6.226305335986581e-05;9.733826191648212e-05;4.650095175264276e-05;8.473879305713738e-05;6.239406859827724e-06;3.3527905007829574e-05;6.701653775120997e-06;9.753431334790706e-05;8.169739072718368e-05;8.525474212459705e-05;0.3;60;49;40;66;165856
2.500567585101532e-05;4.170487283209009e-05;3.5047020231792795e-05;8.588139146748568e-05;1.2654445871340814e-05;5.6564488238478864e-05;1.4206160944306225e-05;7.047958361321867e-05;9.050781277944812e-05;4.346076538672535e-05;4.880922602649759e-05;9.274228364827624e-05;5.209913886493572e-05;4.8759843804956096e-05;5.783291027043042e-05;6.892297363629519e-05;1.068833750870314e-05;8.211105277415161e-05;4.355050274532593e-05;0.3;48;36;35;46;165025
3.858553767217361e-05;3.3967843772922546e-05;6.344800731734803e-05;5.9106207804898926e-05;2.9352795416794963e-05;1.493484503194734e-05;3.685766938381376e-05;4.151976391419093e-05;6.286843334246049e-05;9.145287636368638e-05;3.6184797532925134e-06;2.436610125418449e-05;1.937159422795604e-05;5.022944086937836e-05;4.297008070431598e-05;7.290376238201885e-05;2.4241591254486384e-05;5.944983657497586e-05;8.838572635999593e-05;0.3;45;29;29;40;164901
6.63704478926256e-05;3.811005136118141e-05;7.194702313133812e-05;3.3616533857958e-05;2.9028367731476035e-05;5.4118805585702434e-05;2.371636030579061e-06;7.978912363400037e-06;4.1796954358652704e-05;9.429127113917566e-05;7.215117798434236e-05;8.812656950055775e-06;8.463180127808738e-05;7.32300770608181e-05;6.109465257026532e-05;8.202929606091774e-05;4.0410984774295713e-05;2.2150105085385275e-05;5.1202338910875935e-05;0.3;54;34;37;44;164873
1.810628991159644e-05;5.442367576104175e-05;9.505503719437564e-05;6.253976298804127e-05;8.169684504748762e-05;6.53560725545193e-05;8.393708635378903e-05;9.444878798452437e-05;2.729217275327368e-05;1.696610812567189e-05;4.839907503325399e-05;7.018624268242158e-05;2.271912531822161e-05;4.1014504301670753e-07;3.429351158367053e-05;9.688593354677884e-05;6.949674606058468e-05;4.0132544394122393e-05;1.925760973468404e-05;0.3;50;36;34;43;164858
9.24495170370666e-06;4.5790029512707145e-05;3.944793908388575e-05;8.670601823789473e-05;2.4399530235247224e-05;9.667342275351082e-05;9.581381198044962e-05;2.476316430714388e-05;3.480519554773205e-05;8.95555740873885e-05;9.666222208961076e-05;4.4343910283604406e-05;3.209970456408978e-05;5.260940132515421e-05;6.877692063657348e-05;2.7347451537497985e-05;7.364731746190729e-05;5.165735711464104e-06;4.929449276441644e-06;0.3;54;44;38;44;164492
1.8724713794390668e-06;7.112272814705024e-05;7.12394301952988e-05;1.1546977517788791e-05;5.702394424458008e-05;5.683611824357746e-05;6.824504201904002e-05;8.539769213508108e-06;6.265033072660964e-05;2.807519507463412e-05;5.07002990496172e-05;7.733235527040768e-05;7.056459363630134e-05;1.189030176779934e-05;5.911847871160733e-05;9.691165309407386e-05;1.5676943733500225e-05;8.529070877254149e-05;7.025480805537769e-05;0.3;51;38;32;47;164438
6.090554323518272e-06;7.015652656029424e-05;9.827552569787843e-07;4.091825874584886e-05;3.293792693020758e-05;6.933775385188524e-05;7.66245472760379e-05;3.0409463597128385e-05;8.116270144448536e-05;2.939167605049338e-05;4.463263599865613e-05;7.270185270141339e-05;6.929202292247886e-05;9.873684723122e-05;2.251610242159319e-05;6.623179135395824e-05;6.096819082757774e-05;9.1509845449003e-05;1.5636214164487506e-05;0.3;54;42;35;50;162999
9.291447172116874e-05;3.873225179753141e-05;6.616518883444045e-06;1.9155485551252903e-06;8.268585609727532e-05;5.2473563766143216e-05;7.752440518349494e-05;2.344256000115147e-05;3.4508374551323376e-05;3.010387221131894e-06;9.614923245741122e-05;6.678679067008135e-05;9.332050877593064e-05;2.6549640742907235e-05;6.114636112256608e-05;6.784999682926378e-05;3.175497002575884e-05;8.4810923501563e-05;9.47161462900248e-05;0.3;56;44;37;52;162910
1.6577454016327576e-05;9.456981470002823e-05;8.499753714806619e-05;6.690223373291084e-05;4.622955610006072e-05;4.117655415845085e-05;6.509734671509543e-05;5.454318694069055e-05;6.227310588188562e-06;5.1250264877033175e-05;8.064036172328395e-05;4.592398775969581e-05;5.195657755426841e-06;7.862781993840331e-05;2.013637821359744e-05;2.586208348880388e-05;1.647063534322959e-05;3.3021506487149755e-05;7.567515056886351e-05;0.3;50;38;33;34;162359
6.821831661527781e-05;4.396615323705906e-05;9.83598328878154e-05;5.690731955900738e-05;2.027692093688392e-05;2.928128551047844e-05;6.9356245597047e-05;9.247395651994636e-05;1.7872012920589753e-05;8.234649574578635e-06;8.815310480420062e-05;9.152779789128345e-05;2.7637934531589948e-05;3.772857243712399e-05;6.601879974978584e-05;3.299300208424748e-05;8.77158708270053e-05;1.0757870271386272e-05;3.7982220960195216e-06;0.3;45;34;35;42;161796
8.23810456158427e-06;6.804993020747131e-05;6.545112142811353e-05;2.7325952699820933e-05;9.508635622504105e-05;1.5105789178090024e-05;4.323348010426019e-05;9.436159201675987e-05;4.197273169261223e-05;6.385259476640855e-05;3.975943979627943e-05;2.7421520234867003e-05;9.839776479598282e-05;4.093340063150431e-05;8.940992036791344e-05;2.299546058910862e-05;2.131047040250833e-05;3.113408288451136e-06;6.51666825375885e-05;0.3;52;34;37;43;161467
7.27092729224236e-05;9.928587751846296e-05;6.510511169779467e-05;2.17460343603895e-05;2.038194937165113e-05;3.245642842554764e-05;7.130020221006061e-07;6.816984700828346e-05;2.686677846278276e-05;8.151832322927528e-05;3.5917265055930026e-05;4.799564934633127e-05;9.656889165603692e-05;2.421721230472771e-05;7.212540974297396e-05;7.551177893054172e-05;2.209981575236352e-05;5.009968366121957e-05;3.5020192531296834e-05;0.3;51;31;32;47;161275
7.234850989748554e-06;7.861826691982131e-05;3.769499716862721e-05;1.0036749509505394e-05;6.337790395432506e-05;8.801313534336417e-05;8.877535094139864e-05;9.576634748089732e-05;8.677054597666881e-05;2.140919345475223e-07;3.8024116641339024e-05;8.185425799055032e-05;3.662530059984743e-05;6.015485063797062e-05;6.06316947374532e-05;3.6502530403882304e-05;9.044739272812875e-05;5.032283453861176e-05;4.6478420593750086e-05;0.3;56;43;36;53;160866
3.057374740146237e-05;7.739607998232102e-05;4.537489539375515e-05;8.822695165695013e-05;1.4791113634552878e-05;5.083470960136365e-05;6.469656840213087e-05;5.16848456307926e-05;8.892268915849871e-05;9.895632818291398e-05;1.1583465834136977e-05;1.29954904076921e-05;1.303241135601211e-05;6.811770960705276e-05;3.72676095495838e-05;7.33314661265906e-05;4.054714728869787e-05;6.276067213320637e-05;7.698580056788936e-05;0.3;55;37;33;50;159948
3.281034758418218e-05;8.203450150475304e-05;1.83947417847384e-05;4.646270708685445e-05;1.3657836426079984e-06;4.8168232245519206e-05;5.583822087647439e-06;9.777235118726437e-05;7.905921286504128e-05;4.901114766364554e-05;8.658735817935026e-06;5.924454407904144e-05;7.587637507018776e-05;1.907172530047453e-05;5.682083407874908e-05;8.14210898382868e-05;7.682477776463164e-05;8.029920178671529e-05;8.793234248697198e-05;0.3;52;34;34;56;159641
6.0176444211046935e-05;9.986478849342208e-05;2.011841421666517e-05;5.232180199672922e-05;3.4618530771363885e-05;5.2589296857899984e-05;2.32128602103106e-05;4.761237842748811e-06;5.725654538976889e-05;3.3585431586083215e-05;1.8194140174843367e-05;3.239355660780338e-05;4.9280201447744925e-06;9.504422340901032e-05;5.811479149732605e-05;8.147686813470249e-05;4.231181975477304e-05;9.033146675661856e-05;4.833182215522534e-05;0.3;50;30;34;47;159100
9.672132068082683e-05;4.3865538135037454e-05;3.9335283874776186e-05;8.465507758198628e-05;4.269053206363036e-05;5.520181722956512e-05;2.3094166459874445e-05;7.435025357790752e-05;5.319883182707819e-05;8.090345502403417e-05;7.807327300286697e-05;2.1500476827002857e-05;7.156355505577625e-05;8.000544079513714e-05;3.461072407823951e-05;1.7260911290227457e-05;2.632155579588181e-07;4.509036530931482e-05;3.524327315388416e-05;0.3;51;39;36;43;159091
5.817366474211867e-05;4.014617790890432e-05;3.380844093662614e-05;1.268240225504188e-05;3.917424505622782e-05;1.6266081510548514e-05;7.343656764922184e-05;2.0883093549459e-05;5.856530528453386e-06;5.523661378172344e-05;5.952297327194016e-05;8.719130612805055e-05;5.769816124176819e-05;3.454808537234457e-05;8.030118815263205e-05;5.402788931874211e-05;7.928028463119175e-06;5.658505603132467e-05;9.080185454216624e-05;0.3;48;37;31;41;157876
8.491956515653193e-05;2.49668008859186e-05;4.894249636431405e-05;2.2120944181960225e-05;9.876680079966472e-05;9.440593396866134e-05;3.94268113685059e-06;7.055751725156886e-05;9.252483174156658e-05;1.805753451273336e-05;5.679452305526295e-05;9.15488297588042e-05;3.3945978585798844e-06;6.9742026724684e-05;2.973490073725508e-05;9.243961953765305e-05;9.710582451653678e-05;9.44266489113434e-05;4.742142166574638e-05;0.3;58;40;39;51;156353
8.906584554618425e-05;5.969452234131726e-05;8.101610899597025e-05;4.29673363355148e-05;7.498599312882689e-05;9.13041466889856e-05;5.721229637222063e-05;1.807851505623796e-05;2.687976150301982e-05;1.9864457689740577e-05;2.468570275957329e-05;3.064154493510364e-05;5.551337867531885e-05;5.879916294638328e-05;4.2649974724186114e-05;6.154207798208355e-05;8.157492561136592e-06;8.778823705815996e-06;1.7182946035765844e-05;0.3;43;31;32;41;155806
3.067942831101013e-05;3.603737749918745e-06;9.327791246877344e-05;3.451798382956305e-05;1.0648176328470636e-05;4.918568713931474e-05;7.684677956641339e-05;2.216473146175592e-05;2.6949005013336337e-05;2.427149867985832e-05;9.916730528316784e-05;1.9740373373054256e-05;5.75520216966124e-05;9.252646416569644e-05;1.4689656887777925e-05;9.708541978677004e-05;9.474772343956248e-05;8.845719870582626e-05;2.1455652133000223e-05;0.3;52;40;37;43;155529
1.676142561466294e-05;6.618905547009003e-05;5.504303879471205e-05;1.2208542165123273e-05;1.126978604383252e-05;7.231057477279146e-06;7.437673473735442e-05;7.118820852292893e-05;5.843099085457516e-06;5.60270075596973e-05;8.46761552426899e-06;9.037457706089416e-05;9.071174191801324e-05;6.982329898131301e-05;9.2618892143945e-05;8.114530304136905e-05;8.285385759270494e-05;5.697078505699332e-05;3.060591982161759e-05;0.3;54;35;37;50;155420
5.926586478854466e-05;4.949521337049916e-05;9.45737959402294e-05;7.475746360541104e-05;7.30542631496579e-05;4.6353269434279536e-06;5.496696690036911e-05;4.669914539018149e-05;9.278422666061946e-05;2.5734198818953225e-05;2.698334532910944e-05;4.113462488815005e-05;2.4336971340637605e-05;1.291839178087495e-05;8.574148466508009e-05;5.582765244039159e-05;8.613627189565668e-05;8.31134765403696e-05;2.8204235478967112e-05;0.3;47;28;38;53;155179
6.368989721654804e-05;5.2182747436384496e-05;4.340763941969196e-05;1.9197550585923783e-05;4.8821935919923856e-05;4.012148277113289e-05;7.955633625022697e-05;7.636043591629952e-05;1.3399868120567072e-05;8.851905256306758e-06;9.08153943227503e-05;5.355083889644977e-05;8.578009372825908e-05;5.815112056640115e-06;5.265156165216303e-05;5.394265145762364e-05;8.6070203254215e-05;9.760999822970751e-06;2.404455636759093e-05;0.3;48;36;33;46;154407
4.398556397138349e-05;6.439565794476136e-05;3.80951845023475e-05;5.456540828269896e-06;5.9946113965871664e-05;9.024032761106748e-05;3.832153659472517e-05;2.1633277763082704e-05;4.425773459328154e-05;4.836271104878088e-06;8.204875844802748e-05;8.263408109501868e-05;5.8800046342962846e-05;3.531028889383895e-05;7.997833644457835e-05;5.546870247883672e-05;8.259323085500162e-05;6.314587925830206e-05;7.844054732127973e-05;0.3;55;40;39;51;154391
5.319717344964983e-05;3.567962556549346e-05;7.922170331553518e-05;7.58129206496845e-05;9.106125073726052e-05;1.4830162431707872e-06;8.091032168230461e-05;9.384620531246688e-05;7.893004491081502e-05;1.3019445987036673e-05;8.127910484088775e-06;2.084523980770081e-06;6.28745225828071e-05;6.296726518598874e-05;9.869137142182124e-05;3.9804317410409575e-05;3.319062848974968e-05;6.244249271843925e-05;8.25608672507594e-05;0.3;52;33;43;55;154160
5.383394903500163e-05;6.719561404949121e-05;9.946159745218988e-06;3.805759413781071e-05;7.693791464631726e-05;7.069110150989904e-05;4.013938816541019e-06;5.465942634972447e-05;8.827819296840944e-06;9.958564291781624e-05;8.972965885332947e-05;2.108066042853696e-06;8.586495789026308e-05;9.194296005584076e-05;3.535482225634551e-05;7.195016550477659e-05;4.421037462077789e-05;6.55232484576344e-05;3.403174042981915e-05;0.3;63;42;41;43;153792
3.100018527823053e-05;7.478922540260833e-05;5.568151179693931e-05;8.829524558474971e-05;3.073727192040449e-05;6.919925220567443e-05;7.529485996631107e-05;1.5148211302995818e-05;4.005893573198112e-05;4.828174943504111e-05;3.5568738989437435e-05;3.221125959691381e-05;6.86419893997642e-05;2.1586639765948856e-05;7.093907452511288e-05;9.350441963907306e-05;5.651975211777512e-05;6.114342367394741e-05;6.893270212408909e-06;0.3;50;35;38;52;153473
7.006869572118946e-06;5.662555737755804e-06;1.2037814950553384e-05;5.807685836144216e-05;9.287634212054924e-05;4.967434280059845e-05;8.429454824561972e-05;4.458866198598078e-05;7.085835457678253e-05;7.318727372865009e-05;1.7396370590333866e-05;3.612160589758118e-05;6.37302156538024e-05;7.069660818436619e-06;3.615401877629566e-05;5.347994662811925e-05;9.962244930446388e-05;4.745335626224407e-05;8.160567571143237e-05;0.3;52;37;35;49;152678
3.297121754142036e-05;3.907503477090933e-05;7.408093647327442e-05;6.014711008812074e-05;6.716429214549452e-05;3.8916461651348e-05;4.87813481807599e-05;9.898674840378934e-05;2.139228704997177e-05;4.1785618652213145e-05;2.918231875739673e-05;7.651115104398499e-05;7.640126256657207e-05;2.924454609973959e-05;8.139031663298292e-06;1.1432676672204046e-06;4.274505332424855e-05;4.103375943357709e-05;9.88389878639863e-05;0.3;44;37;33;39;152120
7.740033129097597e-05;2.8195832714264547e-05;2.8788892937984248e-05;9.060194557764882e-05;3.5983203209255864e-05;6.301539069281048e-06;6.0059670357945005e-05;1.2481766904184266e-05;7.965962414079083e-05;6.417464425010574e-05;8.747265052212082e-05;7.848372497826353e-05;1.1211364833819617e-05;3.810706764344223e-05;7.745602499145873e-05;4.173414732663258e-05;9.723654847799784e-05;7.357404498934493e-05;1.5499916690321025e-06;0.3;49;34;38;50;152004
5.629815045152658e-05;1.8717860898849025e-05;8.006236564128154e-05;9.721565095347498e-05;2.147593999624721e-05;1.86911964790576e-05;4.5493507179744464e-05;7.477652771400322e-05;2.8160061023525142e-05;1.98799086972804e-06;5.41220628032894e-05;9.566005677673077e-05;3.912768554069456e-05;4.201345541831005e-05;9.68901717114038e-05;6.946076116267284e-05;7.191719228421251e-05;5.6270200537106765e-05;9.746092108632416e-05;0.3;50;35;44;51;151646
1.2580233634605131e-05;5.893316449477281e-05;5.251408517696297e-05;2.029935591911972e-05;4.518690446522779e-05;7.969475040156459e-05;5.904261031078914e-05;9.691732706699486e-06;5.480214972291351e-05;7.02738299289587e-05;7.927034057807515e-05;6.291175786342669e-05;1.5265816454078374e-05;7.101732665901607e-05;6.773418460815164e-05;2.442688294063322e-06;4.117476675902432e-05;3.329502469623733e-05;6.694120642536435e-05;0.3;51;41;33;38;151488
5.461030321346905e-06;9.718453013254848e-05;5.126152441032e-05;2.908768542315825e-05;4.694068419892581e-05;8.57857783517489e-05;3.049031243850636e-05;1.926763964867004e-05;1.2907124693088146e-05;2.978593983902113e-05;7.800480870400435e-05;4.7162636519526174e-05;2.2748160369354e-05;1.661849996097492e-05;3.327294765103791e-05;9.399243728857088e-05;3.430267125900244e-05;9.881240759546354e-05;4.852304557653562e-05;0.3;49;36;30;38;151486
2.738425190992592e-05;1.3132324976431742e-05;8.191645000962298e-05;9.96145242124192e-05;3.295421335238821e-05;3.81621044176604e-05;6.180375246769571e-05;7.184414747355413e-05;3.920295348035913e-05;9.049295169818152e-05;5.600039892289184e-05;4.50390076405931e-05;6.466727531599051e-05;9.528038482491732e-05;7.945522944217055e-05;4.0013130535124345e-06;3.323099107399597e-05;4.705446849512228e-05;3.145175722091053e-05;0.3;52;41;43;43;151254
2.161358123109208e-05;5.908719229742585e-05;9.132059618141724e-05;7.978023722086078e-05;9.214577362165305e-05;9.7850596693269e-05;1.0670127006162766e-06;6.227412763774776e-05;4.128393977589064e-05;8.598544903351218e-05;2.518147020091317e-05;9.81029489115076e-05;6.137079695437473e-05;7.93537402228831e-05;8.559955282276833e-06;1.8345788475886505e-05;7.584036730342032e-05;2.198652203932361e-06;8.168779858937828e-05;0.3;56;40;42;44;150923
5.205438373048584e-05;4.406648834242936e-05;8.799146267270145e-05;5.055207917234903e-05;5.077578381885688e-05;1.383715947205566e-05;9.82739540910386e-05;2.499728908688297e-05;7.336406745960267e-06;6.631462489752088e-05;5.953663701568727e-05;4.1514565399274575e-05;4.2219223388067806e-05;7.850639210464312e-05;1.9571264009964907e-05;8.202533189448897e-05;6.487471138950182e-05;4.189697737795244e-05;4.580286165838687e-05;0.3;53;37;35;43;150278
4.853345072966897e-06;7.442809392941642e-05;7.460934621942268e-05;6.707257400787232e-05;6.436337881196206e-05;2.4371713216752626e-05;2.234493376629121e-06;8.087153968854397e-05;4.911385356958269e-05;3.068381307026184e-05;1.0193190678057008e-05;6.272159090138841e-06;3.488667217951773e-05;8.047370647669405e-05;9.187237493338304e-05;8.967513646130647e-05;9.200008347496548e-05;9.077253431293427e-05;5.272247516003959e-05;0.3;55;29;45;50;150276
4.5009526859085936e-05;2.213445102949707e-06;6.407102247272216e-05;4.139260580525889e-05;2.7005846610155573e-05;2.0683711061660848e-05;6.540230776587605e-05;4.1621703103231446e-05;1.7965928902991203e-05;6.891090814868241e-05;5.6507228303669365e-05;8.586720549294962e-05;1.174758988764929e-05;7.856666019444561e-05;6.73516786817259e-05;1.1501093682809784e-05;6.948207298717208e-05;4.415472888798304e-05;9.449847855558432e-05;0.3;48;37;35;38;150023
4.7228180416298176e-05;8.801567379214852e-05;2.157406791764541e-05;6.778132003100443e-05;6.077521222527226e-05;2.953014775718328e-05;1.366009036511726e-05;6.516397604772765e-05;7.385974581323307e-05;3.1562734376335e-05;6.448326040223138e-05;3.951309076115033e-05;7.132068832826178e-05;1.992152748940532e-05;8.902150026361744e-05;2.874095964655797e-05;3.677859877561529e-05;5.809195208034979e-06;1.115122123212764e-05;0.3;45;28;35;46;149956
8.50563854892411e-06;5.488728015425998e-05;3.7997907896539465e-05;6.07135280883577e-05;3.887263478765468e-05;2.402991234503668e-05;9.49652752283765e-06;3.1491844458889575e-05;9.664483428775227e-06;1.7689695082398393e-05;9.87336158579546e-05;4.441035569066186e-05;5.318717665050166e-05;8.736185287372154e-05;9.955689004906878e-05;5.827144493446815e-05;8.124738210441717e-05;3.269410243366753e-05;3.057439574472911e-05;0.3;51;31;43;41;149376
3.71119691218732e-05;9.668971633774304e-06;2.264606037580549e-05;8.977052264725805e-05;9.796917464358284e-05;6.476595856402947e-05;9.168232920234202e-05;6.427419004014252e-05;3.3196486105469884e-06;9.967625849864092e-05;9.895230168653493e-06;6.826418014450608e-05;2.5283620307479005e-05;3.919811129069602e-05;6.459341848009382e-05;4.364873493077071e-05;2.5054605893112823e-05;3.344461868783247e-05;3.415481169231763e-05;0.3;50;39;35;38;148754
9.709047114498696e-05;3.736056595340591e-05;6.814606125171713e-05;6.353572242391859e-06;3.96247346816406e-05;9.638176611881804e-05;5.389808744501206e-05;2.878795033348446e-05;1.2027096312860689e-05;7.035283401815305e-05;6.448560434297268e-05;3.739387136037746e-05;9.509413518658344e-05;2.220281298785032e-06;3.037238516318258e-05;9.210694862995814e-05;3.209354383194404e-05;2.522528338551704e-05;5.342204099312473e-05;0.3;51;39;29;45;148507
3.37615171403628e-05;9.429097039125193e-05;3.232029320207552e-05;5.187906217433661e-05;7.03018958895178e-05;3.63629602379294e-05;9.717820827209609e-05;9.624472949421111e-05;2.517822958253641e-05;4.972485058923855e-05;3.0087830981676968e-05;2.8484049437746764e-05;3.68869473545328e-06;6.095643339798969e-05;5.026790232288615e-05;5.147875124998935e-06;2.7864646423661143e-05;9.082658859666536e-05;2.3956189066697244e-05;0.3;49;37;31;40;148307
1.534568321081621e-05;2.067466457402392e-05;6.216295780432135e-05;1.2822994730377414e-05;2.6518087513032285e-05;8.352455477380024e-05;3.2709150600163865e-05;4.880601562696629e-05;9.411403351458404e-05;2.271490888369463e-05;3.896260173580104e-05;6.064577755435457e-05;7.553389295039723e-05;9.016533867127051e-05;9.154729875735152e-05;7.76640074372623e-05;2.283308365933105e-05;2.4809330042565804e-06;3.8377393035562384e-05;0.3;49;35;35;45;147551
8.122395386087472e-05;6.791288313348619e-05;6.069222802265404e-05;5.648127810861823e-05;8.60930482578696e-05;8.216465971645002e-05;1.2228872118059953e-05;8.485876570308781e-05;4.140686194404425e-05;2.536968299958108e-05;8.697685680139259e-05;4.320247996337416e-05;8.083646901768168e-05;2.634036119558445e-05;3.929321422217802e-07;4.954591929029444e-05;1.0022825664288426e-05;7.543759555249097e-05;2.760751360694104e-05;0.3;49;39;34;42;147409
4.051821038009611e-05;9.2622745020583e-05;3.5315440228253783e-05;4.5872882420024086e-05;9.815413930443128e-05;1.9932385895057382e-05;6.525518912500594e-06;8.594225908613044e-05;8.684653412123685e-05;4.720778346800132e-05;5.142071744772863e-05;8.35806369617836e-05;7.385594981157952e-05;2.6514900221701068e-05;1.6893355071518455e-06;4.7970016253354575e-05;8.589123260956415e-05;8.958346766901622e-05;9.56226197076154e-05;0.3;57;38;38;54;147241
7.728739363818531e-05;3.389699261728214e-05;1.4308139541731391e-05;8.5788918524624e-05;3.0886089923646324e-05;6.588554042268422e-05;5.664436850866266e-05;4.717563093908744e-05;4.958194726485391e-05;7.322379140922876e-05;8.777291412344057e-06;6.681806619579052e-05;8.958121013985788e-05;5.778819701986416e-06;1.4065333923366676e-05;7.166319367020315e-05;4.372816482446176e-05;4.035486208136884e-05;1.3696663454423584e-05;0.3;43;33;29;47;146958
3.9529249795067166e-05;9.831622899114084e-05;2.448117312841356e-05;3.763706272982677e-05;3.0108718046521368e-05;1.0962498633000229e-05;4.8989414213082495e-05;3.786906633330023e-05;6.948870858072801e-05;8.175945469515463e-05;5.442497144956386e-05;3.2196422087336862e-06;6.189223562347216e-05;5.53907300209392e-06;6.16356323599025e-05;6.850299492691885e-05;1.9776762761751843e-05;8.19346148721771e-05;9.110851315740486e-05;0.3;52;34;30;50;146648
